1,0,1,0,0,0,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0,0,0,0
3,0,3,0,0,0,0,0,0,0,0,0
4,0,4,0,0,0,0,0,0,0,0,0
5,0,5,0,0,0,0,0,0,0,0,0
6,0,6,0,0,0,0,0,0,0,0,0
7,0,7,0,0,0,0,0,0,0,0,0
8,0,8,0,0,0,0,0,0,0,0,0
9,0,9,0,0,0,0,0,0,0,0,0
10,0,9,1,0,0,0,0,0,0,0,0
11,0,9,2,0,0,0,0,0,0,0,0
12,0,9,3,0,0,0,0,0,0,0,0
13,0,9,4,0,0,0,0,0,0,0,0
14,0,9,5,0,0,0,0,0,0,0,0
15,0,9,6,0,0,0,0,0,0,0,0
16,0,9,7,0,0,0,0,0,0,0,0
17,0,9,8,0,0,0,0,0,0,0,0
18,0,9,9,0,0,0,0,0,0,0,0
19,0,9,9,1,0,0,0,0,0,0,0
20,0,9,9,2,0,0,0,0,0,0,0
21,0,9,9,3,0,0,0,0,0,0,0
22,0,9,9,4,0,0,0,0,0,0,0
23,0,9,9,5,0,0,0,0,0,0,0
24,0,9,9,6,0,0,0,0,0,0,0
25,0,9,9,7,0,0,0,0,0,0,0
26,0,9,9,8,0,0,0,0,0,0,0
27,0,9,9,9,0,0,0,0,0,0,0
28,0,9,9,9,1,0,0,0,0,0,0
29,0,9,9,9,2,0,0,0,0,0,0
30,0,9,9,9,3,0,0,0,0,0,0
31,0,9,9,9,4,0,0,0,0,0,0
32,0,9,9,9,5,0,0,0,0,0,0
33,0,9,9,9,6,0,0,0,0,0,0
34,0,9,9,9,7,0,0,0,0,0,0
35,0,9,9,9,8,0,0,0,0,0,0
36,0,9,9,9,9,0,0,0,0,0,0
37,0,9,9,9,9,1,0,0,0,0,0
38,0,9,9,9,9,2,0,0,0,0,0
39,0,9,9,9,9,3,0,0,0,0,0
40,0,9,9,9,9,4,0,0,0,0,0
41,0,9,9,9,9,5,0,0,0,0,0
42,0,9,9,9,9,6,0,0,0,0,0
43,0,9,9,9,9,7,0,0,0,0,0
44,0,9,9,9,9,8,0,0,0,0,0
45,0,9,9,9,9,9,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0
1,1,1,0,0,0,0,1,0,0,0,0
2,1,2,0,0,0,0,1,0,0,0,0
3,1,3,0,0,0,0,1,0,0,0,0
4,1,4,0,0,0,0,1,0,0,0,0
5,1,5,0,0,0,0,1,0,0,0,0
6,1,6,0,0,0,0,1,0,0,0,0
7,1,7,0,0,0,0,1,0,0,0,0
8,1,7,1,0,0,0,1,0,0,0,0
9,1,7,2,0,0,0,1,0,0,0,0
10,1,7,3,0,0,0,1,0,0,0,0
11,1,7,4,0,0,0,1,0,0,0,0
12,1,7,5,0,0,0,1,0,0,0,0
13,1,7,6,0,0,0,1,0,0,0,0
14,1,7,7,0,0,0,1,0,0,0,0
15,1,7,8,0,0,0,1,0,0,0,0
16,1,7,9,0,0,0,1,0,0,0,0
17,1,7,9,1,0,0,1,0,0,0,0
18,1,7,9,2,0,0,1,0,0,0,0
19,1,7,9,3,0,0,1,0,0,0,0
20,1,7,9,4,0,0,1,0,0,0,0
21,1,7,9,5,0,0,1,0,0,0,0
22,1,7,9,6,0,0,1,0,0,0,0
23,1,7,9,7,0,0,1,0,0,0,0
24,1,7,9,8,0,0,1,0,0,0,0
25,1,7,9,9,0,0,1,0,0,0,0
26,1,7,9,9,1,0,1,0,0,0,0
27,1,7,9,9,2,0,1,0,0,0,0
28,1,7,9,9,3,0,1,0,0,0,0
29,1,7,9,9,4,0,1,0,0,0,0
30,1,7,9,9,5,0,1,0,0,0,0
31,1,7,9,9,6,0,1,0,0,0,0
32,1,7,9,9,7,0,1,0,0,0,0
33,1,7,9,9,8,0,1,0,0,0,0
34,1,7,9,9,9,0,1,0,0,0,0
35,1,7,9,9,9,1,1,0,0,0,0
36,1,7,9,9,9,2,1,0,0,0,0
37,1,7,9,9,9,3,1,0,0,0,0
38,1,7,9,9,9,4,1,0,0,0,0
39,1,7,9,9,9,5,1,0,0,0,0
40,1,7,9,9,9,6,1,0,0,0,0
41,1,7,9,9,9,7,1,0,0,0,0
42,1,7,9,9,9,8,1,0,0,0,0
43,1,7,9,9,9,9,1,0,0,0,0
0,2,0,0,0,0,0,2,0,0,0,0
1,2,1,0,0,0,0,2,0,0,0,0
2,2,2,0,0,0,0,2,0,0,0,0
3,2,3,0,0,0,0,2,0,0,0,0
4,2,4,0,0,0,0,2,0,0,0,0
5,2,5,0,0,0,0,2,0,0,0,0
6,2,5,1,0,0,0,2,0,0,0,0
7,2,5,2,0,0,0,2,0,0,0,0
8,2,5,3,0,0,0,2,0,0,0,0
9,2,5,4,0,0,0,2,0,0,0,0
10,2,5,5,0,0,0,2,0,0,0,0
11,2,5,6,0,0,0,2,0,0,0,0
12,2,5,7,0,0,0,2,0,0,0,0
13,2,5,8,0,0,0,2,0,0,0,0
14,2,5,9,0,0,0,2,0,0,0,0
15,2,5,9,1,0,0,2,0,0,0,0
16,2,5,9,2,0,0,2,0,0,0,0
17,2,5,9,3,0,0,2,0,0,0,0
18,2,5,9,4,0,0,2,0,0,0,0
19,2,5,9,5,0,0,2,0,0,0,0
20,2,5,9,6,0,0,2,0,0,0,0
21,2,5,9,7,0,0,2,0,0,0,0
22,2,5,9,8,0,0,2,0,0,0,0
23,2,5,9,9,0,0,2,0,0,0,0
24,2,5,9,9,1,0,2,0,0,0,0
25,2,5,9,9,2,0,2,0,0,0,0
26,2,5,9,9,3,0,2,0,0,0,0
27,2,5,9,9,4,0,2,0,0,0,0
28,2,5,9,9,5,0,2,0,0,0,0
29,2,5,9,9,6,0,2,0,0,0,0
30,2,5,9,9,7,0,2,0,0,0,0
31,2,5,9,9,8,0,2,0,0,0,0
32,2,5,9,9,9,0,2,0,0,0,0
33,2,5,9,9,9,1,2,0,0,0,0
34,2,5,9,9,9,2,2,0,0,0,0
35,2,5,9,9,9,3,2,0,0,0,0
36,2,5,9,9,9,4,2,0,0,0,0
37,2,5,9,9,9,5,2,0,0,0,0
38,2,5,9,9,9,6,2,0,0,0,0
39,2,5,9,9,9,7,2,0,0,0,0
40,2,5,9,9,9,8,2,0,0,0,0
41,2,5,9,9,9,9,2,0,0,0,0
0,3,0,0,0,0,0,3,0,0,0,0
1,3,1,0,0,0,0,3,0,0,0,0
2,3,2,0,0,0,0,3,0,0,0,0
3,3,3,0,0,0,0,3,0,0,0,0
4,3,3,1,0,0,0,3,0,0,0,0
5,3,3,2,0,0,0,3,0,0,0,0
6,3,3,3,0,0,0,3,0,0,0,0
7,3,3,4,0,0,0,3,0,0,0,0
8,3,3,5,0,0,0,3,0,0,0,0
9,3,3,6,0,0,0,3,0,0,0,0
10,3,3,7,0,0,0,3,0,0,0,0
11,3,3,8,0,0,0,3,0,0,0,0
12,3,3,9,0,0,0,3,0,0,0,0
13,3,3,9,1,0,0,3,0,0,0,0
14,3,3,9,2,0,0,3,0,0,0,0
15,3,3,9,3,0,0,3,0,0,0,0
16,3,3,9,4,0,0,3,0,0,0,0
17,3,3,9,5,0,0,3,0,0,0,0
18,3,3,9,6,0,0,3,0,0,0,0
19,3,3,9,7,0,0,3,0,0,0,0
20,3,3,9,8,0,0,3,0,0,0,0
21,3,3,9,9,0,0,3,0,0,0,0
22,3,3,9,9,1,0,3,0,0,0,0
23,3,3,9,9,2,0,3,0,0,0,0
24,3,3,9,9,3,0,3,0,0,0,0
25,3,3,9,9,4,0,3,0,0,0,0
26,3,3,9,9,5,0,3,0,0,0,0
27,3,3,9,9,6,0,3,0,0,0,0
28,3,3,9,9,7,0,3,0,0,0,0
29,3,3,9,9,8,0,3,0,0,0,0
30,3,3,9,9,9,0,3,0,0,0,0
31,3,3,9,9,9,1,3,0,0,0,0
32,3,3,9,9,9,2,3,0,0,0,0
33,3,3,9,9,9,3,3,0,0,0,0
34,3,3,9,9,9,4,3,0,0,0,0
35,3,3,9,9,9,5,3,0,0,0,0
36,3,3,9,9,9,6,3,0,0,0,0
37,3,3,9,9,9,7,3,0,0,0,0
38,3,3,9,9,9,8,3,0,0,0,0
39,3,3,9,9,9,9,3,0,0,0,0
0,4,0,0,0,0,0,4,0,0,0,0
1,4,1,0,0,0,0,4,0,0,0,0
2,4,1,1,0,0,0,4,0,0,0,0
